var_i,var_j,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
PET,PRE,0.2127231205199313,0.2447583474978282,0.1656343494461243,0.2000447501985834,0.178167184881296,0.3179871583561084,0.2271896409675469,0.2051920349341481,0.1798146083292185,0.2122376365577252,0.2253619884511651,0.2005222454046657,0.1337949301543259,0.2392250720476655,0.195236296453921,0.163090809891243,0.2081133362837117,0.2065709000221006,0.2105798087491066,0.1924604758195523,0.1906936444287796,0.2228326771341325,0.2268971590815262,0.2191855032035239
PET,SM,0.2095932103830639,0.2390188863642043,0.2070038030932753,0.1985170526402557,0.2382565859844739,0.2299263197040262,0.2523596911759863,0.2010996531874044,0.2195063351339997,0.2014053232282377,0.2050116221094085,0.1919302171628545,0.1673660211195022,0.222572328041306,0.1891734308970976,0.1937271544943233,0.2253339661537048,0.202199984376811,0.2144180010120033,0.1900138803024052,0.1971195051527446,0.2182491016045056,0.221010551165293,0.1970454673243111
PET,SPEI6,,,0.1374686003130237,0.1533567404795503,0.2101585813119926,0.1499633590142935,0.1712076304270537,0.1500897453910414,,,0.2012535785984738,,0.1845606801773205,0.2308951739501882,,0.1567105348394008,0.1964350228358631,0.1595984722273179,,,,0.186434540310276,,0.3231693687448421
PET,T,0.5016963595768142,0.5029529081631333,0.5672240914445533,0.525231344882442,0.5192585702311474,0.5858744557958571,0.5463005406683307,0.5007211386433976,0.5753088460488309,0.5204081150367618,0.526262159971758,0.5677385896853389,0.521197110660821,0.5897486627223502,0.5623415919802396,0.5020739315193062,0.509339084940943,0.4687506154128251,0.5739121240021656,0.5075198383190358,0.5193503469417751,0.5329581108835236,0.5529644329231318,0.5204456393681289
PET,WEPS,0.2062954868417203,0.2103028991754773,0.1788719692964777,0.2363215881746883,0.2033261942715279,0.2208656514580652,0.1940873538565087,0.2019466875110707,0.2011447117638098,0.2103969552886039,0.1869689405977672,0.2002973085242594,0.2099112410947604,0.1861760215558305,0.2221883399020637,0.1976325143984389,0.2245337625641787,0.2258247697311324,0.2192341933482388,0.2265330476329648,0.2129741414145327,0.2021313578683231,0.2096045451475303,0.2211559029624409
PET,WS2,0.2123716876071924,0.2037652454410254,0.2043877436312998,0.2398412987478078,0.2302930218990236,0.2058241580357803,0.1991150996410613,0.2314553900882455,0.2037434503957943,0.2367671557104302,0.2368798309174955,0.23089850445053,0.2004267597038578,0.1857299741068928,0.226607629059972,0.2253017265367508,0.2326919206870781,0.2070096963545245,0.2212089255312325,0.229442511357373,0.2108945241516918,0.2031166717135398,0.2090285448489543,0.2398590548981982
PRE,SM,0.2843774151159136,0.2755402216296784,0.2355342107823224,0.2374961978355589,0.2301122723819396,0.2432443454614533,0.2756571767875279,0.2061510055271108,0.2555182163905444,0.2918041729640803,0.2853892298199407,0.2367098742082677,0.2167197877185576,0.2827758444585347,0.2617661918836896,0.2169249490509784,0.2542064113543519,0.2454037801377288,0.2259682020321598,0.2725483520033033,0.3001259151183429,0.285443634805437,0.2847503097753993,0.3008425202474946
PRE,SPEI6,,,,,,,0.2125971080146803,,0.1817714806495087,,,,,0.3143424794949478,,,,0.1943708182426465,0.1586538160570637,,,0.264038164046137,0.1812537927287797,0.1763693076002342
PRE,T,0.2421183440118504,0.2321766617430371,0.1592769923262324,0.193594708584901,0.1794512165738377,0.2980952902928253,0.2134993633578694,0.1821191262083093,0.1832841409933705,0.2448965356746029,0.2438928293818365,0.2224266519388517,0.1513629836437162,0.2414937497650804,0.1952775714143678,0.1719103258930787,0.1927054516528641,0.2300210178947758,0.1904823961658229,0.1972488217944804,0.1852552570263645,0.200056165907367,0.2195330943454499,0.2278703911476904
PRE,WEPS,,,,,,0.1406098574223624,,,,,,,,,,,,,,,,,,
PRE,WS2,,,,,,0.1390421125892271,,,,,,,,,,,,,,,,,,
SM,SPEI6,,,,0.1381085306307529,,,0.1594651588277637,0.1308383260914607,,,,,,0.2400870090862227,,,,0.1930217386063736,,,,0.1801499005060068,,
SM,T,0.2418211819285179,0.2547938589978238,0.2063664168265727,0.2320087262371608,0.2567010666227814,0.2331677883818795,0.2531489765742719,0.2166722531991239,0.2050140228397461,0.2177566375347354,0.225567998223589,0.210433765765666,0.193570934535401,0.2215562057521863,0.1896563784517416,0.2176734738881405,0.2411963052885397,0.2394069378908158,0.2052806001970573,0.2029294149477095,0.187935370613427,0.1948060146768739,0.2011644384810179,0.2027981608041046
SM,WEPS,0.1382343147541112,0.1380819503944307,0.1165916936958599,0.1734066356436601,0.1472568845564333,0.1558692051856847,,0.1509466828741993,0.134644693577062,0.1408842236100153,0.1503632955047456,0.1315861570554825,,,,0.1290832729830895,0.1611663040643398,,,0.1385506221956031,,,,
SM,WS2,,,,,0.1396082191805824,,,0.1330174165449235,,,0.145828711429707,,,,,,,,,,,,,
SPEI6,T,,,0.1416445510872138,0.155318671922202,0.2065967810237177,0.1562375586705444,0.1613186099831605,0.1438564167813524,,,0.2098478269415938,,0.1703530596120689,0.2502626176026298,0.1378674867306535,0.1898669876578819,0.182027586346955,0.2025486502547671,,,,,,0.2662332379845418
SPEI6,WEPS,,,0.1341537983334234,,,,,,,,,,,,,,,,,,,,,
SPEI6,WS2,,,,,,,,,,,,,,,,,,,,,,,,0.1600356821826474
T,WEPS,0.17558068698555,0.173716201224841,0.1746102893987638,0.2197899055044869,0.1673393459971352,0.2145376105940449,0.1606200416897275,0.1684660777669972,0.1801061457891495,0.1724172149218742,0.173849942460003,0.1941290944377687,0.1908944712043116,0.169467260619551,0.2033579397651933,0.1653765058957092,0.1921910053645532,0.1665928054551607,0.1813051057785375,0.1953702747681526,0.1655158603061714,0.1740212869481606,0.1685158578033561,0.1795592823389216
